hour_000000 load_low delta_start change_start
hour_013331 load_high delta_up change_large
hour_013332 load_high delta_up change_mid
hour_013333 load_high delta_up change_mid
hour_013334 load_high delta_up change_mid
hour_013335 load_high delta_down change_small
hour_013336 load_high delta_down change_small
hour_013337 load_high delta_up change_mid
hour_013338 load_high delta_down change_mid
hour_013339 load_high delta_down change_large
hour_013340 load_high delta_down change_large
hour_013341 load_high delta_down change_mid
hour_013342 load_high delta_down change_large
hour_013343 load_high delta_down change_large
hour_013344 load_mid delta_down change_large
hour_013345 load_low delta_down change_large
hour_013346 load_low delta_down change_mid
hour_013347 load_low delta_down change_mid
hour_013348 load_low delta_up change_small
hour_013349 load_low delta_up change_small
hour_013350 load_low delta_up change_mid
hour_013351 load_mid delta_up change_large
hour_013352 load_mid delta_up change_large
hour_013353 load_high delta_up change_large
hour_013354 load_high delta_up change_large
hour_013355 load_high delta_up change_mid
hour_013356 load_high delta_up change_mid
hour_013357 load_high delta_up change_small
hour_013358 load_high delta_up change_mid
hour_013359 load_high delta_up change_small
hour_013360 load_high delta_down change_small
hour_013361 load_high delta_up change_mid
hour_013362 load_high delta_up change_small
hour_013363 load_high delta_down change_mid
hour_013364 load_high delta_down change_large
hour_013365 load_high delta_down change_mid
hour_013366 load_high delta_down change_large
hour_013367 load_high delta_down change_large
hour_013368 load_mid delta_down change_large
hour_013369 load_low delta_down change_large
hour_013370 load_low delta_down change_mid
hour_013371 load_low delta_down change_small
hour_013372 load_low delta_down change_small
hour_013373 load_low delta_up change_small
hour_013374 load_low delta_up change_mid
hour_013375 load_mid delta_up change_large
hour_013376 load_mid delta_up change_mid
hour_013377 load_high delta_up change_large
hour_013378 load_high delta_up change_large
hour_013379 load_high delta_up change_large
hour_013380 load_high delta_up change_mid
hour_013381 load_high delta_up change_mid
hour_013382 load_high delta_up change_small
hour_013383 load_high delta_up change_mid
hour_013384 load_high delta_down change_small
hour_013385 load_high delta_down change_small
hour_013386 load_high delta_down change_small
hour_013387 load_high delta_down change_mid
hour_013388 load_high delta_down change_large
hour_013389 load_high delta_down change_large
hour_013390 load_high delta_down change_large
hour_013391 load_high delta_down change_large
hour_013392 load_mid delta_down change_large
hour_013393 load_low delta_down change_large
hour_013394 load_low delta_down change_mid
hour_013395 load_low delta_up change_small
hour_013396 load_low delta_down change_small
hour_013397 load_low delta_up change_small
hour_013398 load_low delta_up change_mid
hour_013399 load_mid delta_up change_large
hour_013400 load_mid delta_up change_large
hour_013401 load_high delta_up change_large
hour_013402 load_high delta_up change_large
hour_013403 load_high delta_up change_mid
hour_013404 load_high delta_up change_large
hour_013405 load_high delta_up change_small
hour_013406 load_high delta_up change_small
hour_013407 load_high delta_up change_small
hour_013408 load_high delta_up change_small
hour_013409 load_high delta_up change_small
hour_013410 load_high delta_down change_small
hour_013411 load_high delta_down change_small
hour_013412 load_high delta_down change_large
hour_013413 load_high delta_down change_mid
hour_013414 load_high delta_down change_large
hour_013415 load_high delta_down change_large
hour_013416 load_mid delta_down change_large
hour_013417 load_low delta_down change_large
hour_013418 load_low delta_down change_small
hour_013419 load_low delta_down change_small
hour_013420 load_low delta_down change_small
hour_013421 load_low delta_up change_small
hour_013422 load_low delta_up change_mid
hour_013423 load_mid delta_up change_mid
hour_013424 load_mid delta_up change_large
hour_013425 load_mid delta_up change_large
hour_013426 load_high delta_up change_large
hour_013427 load_high delta_up change_large
hour_013428 load_high delta_up change_mid
hour_013429 load_high delta_up change_small
hour_013430 load_high delta_up change_small
hour_013431 load_high delta_up change_small
hour_013432 load_high delta_up change_mid
hour_013433 load_high delta_up change_small
hour_013434 load_high delta_up change_small
hour_013435 load_high delta_down change_mid
hour_013436 load_high delta_down change_mid
hour_013437 load_high delta_down change_mid
hour_013438 load_high delta_down change_large
hour_013439 load_high delta_down change_large
hour_013440 load_mid delta_down change_large
hour_013441 load_low delta_down change_large
hour_013442 load_low delta_down change_mid
hour_013443 load_low delta_down change_small
hour_013444 load_low delta_up change_small
hour_013445 load_low delta_up change_small
hour_013446 load_low delta_up change_mid
hour_013447 load_mid delta_up change_mid
hour_013448 load_mid delta_up change_mid
hour_013449 load_mid delta_up change_large
hour_013450 load_high delta_up change_large
hour_013451 load_high delta_up change_large
hour_013452 load_high delta_up change_large
hour_013453 load_high delta_up change_small
hour_013454 load_high delta_down change_small
hour_013455 load_high delta_up change_small
hour_013456 load_high delta_down change_small
hour_013457 load_high delta_up change_small
hour_013458 load_high delta_down change_small
hour_013459 load_high delta_down change_small
hour_013460 load_high delta_down change_mid
hour_013461 load_high delta_down change_mid
hour_013462 load_high delta_down change_large
hour_013463 load_mid delta_down change_large
hour_013464 load_mid delta_down change_large
hour_013465 load_low delta_down change_large
hour_013466 load_low delta_down change_small
hour_013467 load_low delta_down change_small
hour_013468 load_low delta_up change_small
hour_013469 load_low delta_up change_small
hour_013470 load_low delta_up change_mid
hour_013471 load_mid delta_up change_mid
hour_013472 load_mid delta_up change_mid
hour_013473 load_mid delta_up change_large
hour_013474 load_high delta_up change_large
hour_013475 load_high delta_up change_large
hour_013476 load_high delta_up change_large
hour_013477 load_high delta_up change_small
hour_013478 load_high delta_up change_small
hour_013479 load_high delta_up change_mid
hour_013480 load_high delta_up change_small
hour_013481 load_high delta_down change_small
hour_013482 load_high delta_up change_small
hour_013483 load_high delta_down change_mid
hour_013484 load_high delta_down change_large
hour_013485 load_high delta_down change_mid
hour_013486 load_high delta_down change_large
hour_013487 load_high delta_down change_large
hour_013488 load_mid delta_down change_large
hour_013489 load_low delta_down change_large
hour_013490 load_low delta_down change_mid
hour_013491 load_low delta_down change_small
hour_013492 load_low delta_up change_small
hour_013493 load_low delta_up change_mid
hour_013494 load_low delta_up change_mid
hour_013495 load_mid delta_up change_large
hour_013496 load_mid delta_up change_mid
hour_013497 load_mid delta_up change_large
hour_013498 load_high delta_up change_large
hour_013499 load_high delta_up change_large
hour_013500 load_high delta_up change_mid
hour_013501 load_high delta_up change_mid
hour_013502 load_high delta_down change_small
hour_013503 load_high delta_up change_mid
hour_013504 load_high delta_up change_small
hour_013505 load_high delta_down change_small
hour_013506 load_high delta_down change_small
hour_013507 load_high delta_down change_small
hour_013508 load_high delta_down change_mid
hour_013509 load_high delta_down change_large
hour_013510 load_high delta_down change_large
hour_013511 load_high delta_down change_large
hour_013512 load_mid delta_down change_large
hour_013513 load_low delta_down change_large
hour_013514 load_low delta_down change_small
hour_013515 load_low delta_down change_small
hour_013516 load_low delta_down change_small
hour_013517 load_low delta_up change_small
hour_013518 load_low delta_up change_mid
hour_013519 load_mid delta_up change_large
hour_013520 load_mid delta_up change_mid
hour_013521 load_high delta_up change_large
hour_013522 load_high delta_up change_large
hour_013523 load_high delta_up change_large
hour_013524 load_high delta_up change_mid
hour_013525 load_high delta_up change_small
hour_013526 load_high delta_up change_mid
hour_013527 load_high delta_up change_small
hour_013528 load_high delta_up change_mid
hour_013529 load_high delta_up change_small
hour_013530 load_high delta_down change_small
hour_013531 load_high delta_down change_mid
hour_013532 load_high delta_down change_large
hour_013533 load_high delta_down change_large
hour_013534 load_high delta_down change_large
hour_013535 load_high delta_down change_large
hour_013536 load_mid delta_down change_large
hour_013537 load_low delta_down change_large
hour_013538 load_low delta_down change_small
hour_013539 load_low delta_down change_small
hour_013540 load_low delta_down change_small
hour_013541 load_low delta_up change_small
hour_013542 load_low delta_up change_mid
hour_013543 load_mid delta_up change_large
hour_013544 load_mid delta_up change_mid
hour_013545 load_mid delta_up change_large
hour_013546 load_high delta_up change_large
hour_013547 load_high delta_up change_mid
hour_013548 load_high delta_up change_mid
hour_013549 load_high delta_up change_mid
hour_013550 load_high delta_up change_mid
hour_013551 load_high delta_up change_small
hour_013552 load_high delta_up change_small
hour_013553 load_high delta_down change_small
hour_013554 load_high delta_down change_mid
hour_013555 load_high delta_down change_mid
hour_013556 load_high delta_down change_mid
hour_013557 load_high delta_down change_large
hour_013558 load_high delta_down change_large
hour_013559 load_high delta_down change_large
hour_013560 load_mid delta_down change_large
hour_013561 load_low delta_down change_large
hour_013562 load_low delta_down change_small
hour_013563 load_low delta_down change_small
hour_013564 load_low delta_down change_small
hour_013565 load_low delta_up change_small
hour_013566 load_low delta_up change_mid
hour_013567 load_mid delta_up change_large
hour_013568 load_mid delta_up change_mid
hour_013569 load_high delta_up change_large
hour_013570 load_high delta_up change_large
hour_013571 load_high delta_up change_large
hour_013572 load_high delta_up change_large
hour_013573 load_high delta_up change_small
hour_013574 load_high delta_up change_small
hour_013575 load_high delta_up change_small
hour_013576 load_high delta_up change_small
hour_013577 load_high delta_up change_small
hour_013578 load_high delta_down change_small
hour_013579 load_high delta_down change_mid
hour_013580 load_high delta_down change_large
hour_013581 load_high delta_down change_large
hour_013582 load_high delta_down change_large
hour_013583 load_high delta_down change_large
hour_013584 load_mid delta_down change_large
hour_013585 load_low delta_down change_large
hour_013586 load_low delta_down change_mid
hour_013587 load_low delta_down change_mid
hour_013588 load_low delta_down change_small
hour_013589 load_low delta_up change_small
hour_013590 load_low delta_up change_mid
hour_013591 load_mid delta_up change_large
hour_013592 load_mid delta_up change_mid
hour_013593 load_high delta_up change_large
hour_013594 load_high delta_up change_large
hour_013595 load_high delta_up change_large
hour_013596 load_high delta_up change_mid
hour_013597 load_high delta_up change_small
hour_013598 load_high delta_up change_small
hour_013599 load_high delta_up change_mid
hour_013600 load_high delta_up change_mid
hour_013601 load_high delta_up change_small
hour_013602 load_high delta_down change_mid
hour_013603 load_high delta_down change_small
hour_013604 load_high delta_down change_large
hour_013605 load_high delta_down change_large
hour_013606 load_high delta_down change_large
hour_013607 load_high delta_down change_large
hour_013608 load_mid delta_down change_large
hour_013609 load_low delta_down change_large
hour_013610 load_low delta_down change_mid
hour_013611 load_low delta_down change_small
hour_013612 load_low delta_down change_mid
hour_013613 load_low delta_up change_small
hour_013614 load_low delta_up change_mid
hour_013615 load_low delta_up change_mid
hour_013616 load_mid delta_up change_mid
hour_013617 load_mid delta_up change_large
hour_013618 load_high delta_up change_large
hour_013619 load_high delta_up change_large
hour_013620 load_high delta_up change_large
hour_013621 load_high delta_down change_small
hour_013622 load_high delta_up change_small
hour_013623 load_high delta_up change_small
hour_013624 load_high delta_up change_mid
hour_013625 load_high delta_up change_mid
hour_013626 load_high delta_down change_small
hour_013627 load_high delta_down change_small
hour_013628 load_high delta_down change_large
hour_013629 load_high delta_down change_mid
hour_013630 load_high delta_down change_large
hour_013631 load_mid delta_down change_large
hour_013632 load_mid delta_down change_large
hour_013633 load_low delta_down change_large
hour_013634 load_low delta_down change_small
hour_013635 load_low delta_down change_small
hour_013636 load_low delta_down change_small
hour_013637 load_low delta_up change_small
hour_013638 load_low delta_up change_mid
hour_013639 load_low delta_up change_mid
hour_013640 load_mid delta_up change_mid
hour_013641 load_mid delta_up change_large
hour_013642 load_high delta_up change_large
hour_013643 load_high delta_up change_large
hour_013644 load_high delta_up change_mid
hour_013645 load_high delta_up change_small
hour_013646 load_high delta_up change_mid
hour_013647 load_high delta_up change_small
hour_013648 load_high delta_up change_small
hour_013649 load_high delta_down change_small
hour_013650 load_high delta_down change_small
hour_013651 load_high delta_down change_mid
hour_013652 load_high delta_down change_large
hour_013653 load_high delta_down change_mid
hour_013654 load_high delta_down change_large
hour_013655 load_mid delta_down change_large
hour_013656 load_mid delta_down change_large
hour_013657 load_low delta_down change_large
hour_013658 load_low delta_down change_mid
hour_013659 load_low delta_down change_small
hour_013660 load_low delta_down change_small
hour_013661 load_low delta_up change_small
hour_013662 load_low delta_up change_mid
hour_013663 load_low delta_up change_mid
hour_013664 load_mid delta_up change_large
hour_013665 load_mid delta_up change_large
hour_013666 load_high delta_up change_large
hour_013667 load_high delta_up change_large
hour_013668 load_high delta_up change_large
hour_013669 load_high delta_up change_small
hour_013670 load_high delta_up change_mid
hour_013671 load_high delta_up change_small
hour_013672 load_high delta_up change_mid
hour_013673 load_high delta_up change_small
hour_013674 load_high delta_down change_small
hour_013675 load_high delta_down change_mid
hour_013676 load_high delta_down change_large
hour_013677 load_high delta_down change_large
hour_013678 load_high delta_down change_large
hour_013679 load_mid delta_down change_large
hour_013680 load_mid delta_down change_large
hour_013681 load_low delta_down change_large
hour_013682 load_low delta_down change_small
hour_013683 load_low delta_down change_small
hour_013684 load_low delta_down change_small
hour_013685 load_low delta_up change_small
hour_013686 load_low delta_up change_mid
hour_013687 load_low delta_up change_large
hour_013688 load_mid delta_up change_large
hour_013689 load_high delta_up change_large
hour_013690 load_high delta_up change_large
hour_013691 load_high delta_up change_large
hour_013692 load_high delta_up change_large
hour_013693 load_high delta_up change_mid
hour_013694 load_high delta_up change_small
hour_013695 load_high delta_up change_small
hour_013696 load_high delta_up change_small
hour_013697 load_high delta_down change_small
hour_013698 load_high delta_down change_small
hour_013699 load_high delta_down change_mid
hour_013700 load_high delta_down change_large
hour_013701 load_high delta_down change_mid
hour_013702 load_high delta_down change_large
hour_013703 load_high delta_down change_large
hour_013704 load_mid delta_down change_large
hour_013705 load_low delta_down change_large
hour_013706 load_low delta_down change_small
hour_013707 load_low delta_down change_small
hour_013708 load_low delta_down change_small
hour_013709 load_low delta_up change_small
hour_013710 load_low delta_up change_mid
hour_013711 load_mid delta_up change_large
hour_013712 load_mid delta_up change_large
hour_013713 load_high delta_up change_large
hour_013714 load_high delta_up change_large
hour_013715 load_high delta_up change_large
hour_013716 load_high delta_up change_small
hour_013717 load_high delta_up change_mid
hour_013718 load_high delta_up change_small
hour_013719 load_high delta_up change_mid
hour_013720 load_high delta_up change_small
hour_013721 load_high delta_up change_small
hour_013722 load_high delta_down change_mid
hour_013723 load_high delta_down change_mid
hour_013724 load_high delta_down change_large
hour_013725 load_high delta_down change_mid
hour_013726 load_high delta_down change_large
hour_013727 load_high delta_down change_large
hour_013728 load_mid delta_down change_large
hour_013729 load_low delta_down change_large
hour_013730 load_low delta_down change_small
hour_013731 load_low delta_down change_small
hour_013732 load_low delta_down change_small
hour_013733 load_low delta_up change_small
hour_013734 load_low delta_up change_mid
hour_013735 load_low delta_up change_large
hour_013736 load_mid delta_up change_large
hour_013737 load_high delta_up change_large
hour_013738 load_high delta_up change_large
hour_013739 load_high delta_up change_large
hour_013740 load_high delta_up change_small
hour_013741 load_high delta_up change_mid
hour_013742 load_high delta_up change_small
hour_013743 load_high delta_up change_small
hour_013744 load_high delta_up change_mid
hour_013745 load_high delta_down change_small
hour_013746 load_high delta_down change_mid
hour_013747 load_high delta_down change_mid
hour_013748 load_high delta_down change_large
hour_013749 load_high delta_down change_mid
hour_013750 load_high delta_down change_large
hour_013751 load_mid delta_down change_large
hour_013752 load_mid delta_down change_large
hour_013753 load_low delta_down change_large
hour_013754 load_low delta_down change_mid
hour_013755 load_low delta_down change_mid
hour_013756 load_low delta_down change_mid
hour_013757 load_low delta_up change_small
hour_013758 load_low delta_up change_mid
hour_013759 load_low delta_up change_large
hour_013760 load_mid delta_up change_mid
hour_013761 load_high delta_up change_large
hour_013762 load_high delta_up change_large
hour_013763 load_high delta_up change_large
hour_013764 load_high delta_up change_small
hour_013765 load_high delta_up change_small
hour_013766 load_high delta_up change_mid
hour_013767 load_high delta_up change_small
hour_013768 load_high delta_down change_mid
hour_013769 load_high delta_up change_small
hour_013770 load_high delta_down change_small
hour_013771 load_high delta_down change_small
hour_013772 load_high delta_down change_mid
hour_013773 load_high delta_down change_small
hour_013774 load_high delta_down change_large
hour_013775 load_high delta_down change_large
hour_013776 load_mid delta_down change_large
hour_013777 load_low delta_down change_large
hour_013778 load_low delta_down change_mid
hour_013779 load_low delta_down change_small
hour_013780 load_low delta_down change_mid
hour_013781 load_low delta_up change_small
hour_013782 load_low delta_up change_mid
hour_013783 load_low delta_up change_mid
hour_013784 load_mid delta_up change_mid
hour_013785 load_mid delta_up change_large
hour_013786 load_high delta_up change_large
hour_013787 load_high delta_up change_large
hour_013788 load_high delta_up change_mid
hour_013789 load_high delta_down change_small
hour_013790 load_high delta_up change_small
hour_013791 load_high delta_up change_mid
hour_013792 load_high delta_up change_small
hour_013793 load_high delta_down change_small
hour_013794 load_high delta_down change_small
hour_013795 load_high delta_down change_mid
hour_013796 load_high delta_down change_mid
hour_013797 load_high delta_down change_mid
hour_013798 load_high delta_down change_large
hour_013799 load_mid delta_down change_large
hour_013800 load_mid delta_down change_large
hour_013801 load_low delta_down change_large
hour_013802 load_low delta_down change_small
hour_013803 load_low delta_down change_small
hour_013804 load_low delta_down change_small
hour_013805 load_low delta_up change_small
hour_013806 load_low delta_up change_mid
hour_013807 load_low delta_up change_mid
hour_013808 load_mid delta_up change_mid
hour_013809 load_mid delta_up change_large
hour_013810 load_high delta_up change_large
hour_013811 load_high delta_up change_large
hour_013812 load_high delta_up change_mid
hour_013813 load_high delta_up change_mid
hour_013814 load_high delta_up change_small
hour_013815 load_high delta_down change_small
hour_013816 load_high delta_up change_mid
hour_013817 load_high delta_up change_mid
hour_013818 load_high delta_down change_small
hour_013819 load_high delta_down change_small
hour_013820 load_high delta_down change_mid
hour_013821 load_high delta_down change_large
hour_013822 load_high delta_down change_large
hour_013823 load_mid delta_down change_large
hour_013824 load_mid delta_down change_large
hour_013825 load_low delta_down change_large
hour_013826 load_low delta_down change_small
hour_013827 load_low delta_down change_small
hour_013828 load_low delta_down change_small
hour_013829 load_low delta_up change_small
hour_013830 load_low delta_up change_mid
hour_013831 load_low delta_up change_mid
hour_013832 load_mid delta_up change_large
hour_013833 load_mid delta_up change_large
hour_013834 load_high delta_up change_large
hour_013835 load_high delta_up change_large
hour_013836 load_high delta_up change_large
hour_013837 load_high delta_up change_mid
hour_013838 load_high delta_up change_mid
hour_013839 load_high delta_down change_small
hour_013840 load_high delta_up change_small
hour_013841 load_high delta_up change_small
hour_013842 load_high delta_down change_small
hour_013843 load_high delta_down change_mid
hour_013844 load_high delta_down change_large
hour_013845 load_high delta_down change_mid
hour_013846 load_high delta_down change_large
hour_013847 load_high delta_down change_large
hour_013848 load_mid delta_down change_large
hour_013849 load_low delta_down change_large
hour_013850 load_low delta_down change_mid
hour_013851 load_low delta_down change_small
hour_013852 load_low delta_down change_small
hour_013853 load_low delta_up change_small
hour_013854 load_low delta_up change_large
hour_013855 load_mid delta_up change_mid
hour_013856 load_mid delta_up change_mid
hour_013857 load_high delta_up change_large
hour_013858 load_high delta_up change_large
hour_013859 load_high delta_up change_large
hour_013860 load_high delta_up change_mid
hour_013861 load_high delta_up change_mid
hour_013862 load_high delta_up change_mid
hour_013863 load_high delta_up change_small
hour_013864 load_high delta_up change_small
hour_013865 load_high delta_down change_small
hour_013866 load_high delta_down change_mid
hour_013867 load_high delta_down change_mid
hour_013868 load_high delta_down change_large
hour_013869 load_high delta_down change_mid
hour_013870 load_high delta_down change_large
hour_013871 load_high delta_down change_large
hour_013872 load_mid delta_down change_large
hour_013873 load_low delta_down change_large
hour_013874 load_low delta_down change_small
hour_013875 load_low delta_down change_small
hour_013876 load_low delta_down change_small
hour_013877 load_low delta_up change_small
hour_013878 load_low delta_up change_mid
hour_013879 load_low delta_up change_large
hour_013880 load_mid delta_up change_mid
hour_013881 load_high delta_up change_large
hour_013882 load_high delta_up change_large
hour_013883 load_high delta_up change_large
hour_013884 load_high delta_up change_mid
hour_013885 load_high delta_up change_mid
hour_013886 load_high delta_up change_mid
hour_013887 load_high delta_down change_small
hour_013888 load_high delta_up change_small
hour_013889 load_high delta_down change_small
hour_013890 load_high delta_down change_mid
hour_013891 load_high delta_down change_mid
hour_013892 load_high delta_down change_mid
hour_013893 load_high delta_down change_mid
hour_013894 load_high delta_down change_large
hour_013895 load_high delta_down change_large
hour_013896 load_mid delta_down change_large
hour_013897 load_low delta_down change_large
hour_013898 load_low delta_down change_mid
hour_013899 load_low delta_down change_small
hour_013900 load_low delta_down change_small
hour_013901 load_low delta_up change_small
hour_013902 load_low delta_up change_mid
hour_013903 load_mid delta_up change_large
hour_013904 load_mid delta_up change_large
hour_013905 load_high delta_up change_large
hour_013906 load_high delta_up change_large
hour_013907 load_high delta_up change_large
hour_013908 load_high delta_up change_mid
hour_013909 load_high delta_up change_mid
hour_013910 load_high delta_up change_small
hour_013911 load_high delta_up change_small
hour_013912 load_high delta_up change_mid
hour_013913 load_high delta_down change_small
hour_013914 load_high delta_down change_mid
hour_013915 load_high delta_down change_mid
hour_013916 load_high delta_down change_large
hour_013917 load_high delta_down change_mid
hour_013918 load_high delta_down change_large
hour_013919 load_high delta_down change_large
hour_013920 load_mid delta_down change_large
hour_013921 load_low delta_down change_large
hour_013922 load_low delta_down change_mid
hour_013923 load_low delta_down change_mid
hour_013924 load_low delta_down change_small
hour_013925 load_low delta_up change_small
hour_013926 load_low delta_up change_mid
hour_013927 load_low delta_up change_mid
hour_013928 load_mid delta_up change_large
hour_013929 load_high delta_up change_large
hour_013930 load_high delta_up change_large
hour_013931 load_high delta_up change_large
hour_013932 load_high delta_up change_mid
hour_013933 load_high delta_up change_mid
hour_013934 load_high delta_up change_mid
hour_013935 load_high delta_up change_small
hour_013936 load_high delta_up change_mid
hour_013937 load_high delta_down change_small
hour_013938 load_high delta_down change_small
hour_013939 load_high delta_down change_small
hour_013940 load_high delta_down change_large
hour_013941 load_high delta_down change_mid
hour_013942 load_high delta_down change_large
hour_013943 load_high delta_down change_large
hour_013944 load_mid delta_down change_large
hour_013945 load_low delta_down change_large
hour_013946 load_low delta_down change_mid
hour_013947 load_low delta_down change_mid
hour_013948 load_low delta_down change_mid
hour_013949 load_low delta_up change_small
hour_013950 load_low delta_up change_mid
hour_013951 load_low delta_up change_mid
hour_013952 load_mid delta_up change_mid
hour_013953 load_mid delta_up change_large
hour_013954 load_high delta_up change_large
hour_013955 load_high delta_up change_large
hour_013956 load_high delta_up change_large
hour_013957 load_high delta_up change_small
hour_013958 load_high delta_down change_small
hour_013959 load_high delta_up change_mid
hour_013960 load_high delta_up change_small
hour_013961 load_high delta_down change_small
hour_013962 load_high delta_up change_small
hour_013963 load_high delta_down change_small
hour_013964 load_high delta_down change_large
hour_013965 load_high delta_down change_mid
hour_013966 load_high delta_down change_large
hour_013967 load_mid delta_down change_large
hour_013968 load_mid delta_down change_large
hour_013969 load_low delta_down change_large
hour_013970 load_low delta_down change_small
hour_013971 load_low delta_down change_small
hour_013972 load_low delta_up change_small
hour_013973 load_low delta_up change_mid
hour_013974 load_low delta_up change_mid
hour_013975 load_low delta_up change_mid
hour_013976 load_mid delta_up change_large
hour_013977 load_high delta_up change_large
hour_013978 load_high delta_up change_large
hour_013979 load_high delta_up change_large
hour_013980 load_high delta_up change_mid
hour_013981 load_high delta_up change_mid
hour_013982 load_high delta_up change_mid
hour_013983 load_high delta_up change_mid
hour_013984 load_high delta_up change_small
hour_013985 load_high delta_up change_small
hour_013986 load_high delta_down change_mid
hour_013987 load_high delta_down change_small
hour_013988 load_high delta_down change_large
hour_013989 load_high delta_down change_mid
hour_013990 load_high delta_down change_large
hour_013991 load_high delta_down change_large
hour_013992 load_mid delta_down change_large
hour_013993 load_low delta_down change_large
hour_013994 load_low delta_down change_small
hour_013995 load_low delta_down change_small
hour_013996 load_low delta_up change_small
hour_013997 load_low delta_up change_small
hour_013998 load_low delta_up change_mid
hour_013999 load_mid delta_up change_large
hour_014000 load_mid delta_up change_large
hour_014001 load_high delta_up change_large
hour_014002 load_high delta_up change_large
hour_014003 load_high delta_up change_large
hour_014004 load_high delta_up change_large
hour_014005 load_high delta_up change_mid
hour_014006 load_high delta_up change_small
hour_014007 load_high delta_up change_mid
hour_014008 load_high delta_up change_mid
hour_014009 load_high delta_down change_small
hour_014010 load_high delta_down change_mid
hour_014011 load_high delta_down change_large
hour_014012 load_high delta_down change_large
hour_014013 load_high delta_down change_mid
hour_014014 load_high delta_down change_large
hour_014015 load_high delta_down change_large
hour_014016 load_mid delta_down change_large
hour_014017 load_low delta_down change_large
hour_014018 load_low delta_down change_mid
hour_014019 load_low delta_down change_small
hour_014020 load_low delta_down change_small
hour_014021 load_low delta_up change_small
hour_014022 load_low delta_up change_mid
hour_014023 load_low delta_up change_large
hour_014024 load_mid delta_up change_large
hour_014025 load_high delta_up change_large
hour_014026 load_high delta_up change_large
hour_014027 load_high delta_up change_large
hour_014028 load_high delta_up change_large
hour_014029 load_high delta_up change_mid
hour_014030 load_high delta_up change_mid
hour_014031 load_high delta_up change_mid
hour_014032 load_high delta_down change_small
hour_014033 load_high delta_up change_small
hour_014034 load_high delta_down change_mid
hour_014035 load_high delta_down change_small
hour_014036 load_high delta_down change_mid
hour_014037 load_high delta_down change_mid
hour_014038 load_high delta_down change_large
hour_014039 load_high delta_down change_large
hour_014040 load_mid delta_down change_large
hour_014041 load_low delta_down change_large
hour_014042 load_low delta_down change_small
hour_014043 load_low delta_down change_small
hour_014044 load_low delta_down change_small
hour_014045 load_low delta_up change_small
hour_014046 load_low delta_up change_mid
hour_014047 load_mid delta_up change_large
hour_014048 load_mid delta_up change_mid
hour_014049 load_high delta_up change_large
hour_014050 load_high delta_up change_large
hour_014051 load_high delta_up change_large
hour_014052 load_high delta_up change_large
hour_014053 load_high delta_up change_mid
hour_014054 load_high delta_up change_large
hour_014055 load_high delta_up change_mid
hour_014056 load_high delta_down change_mid
hour_014057 load_high delta_up change_small
hour_014058 load_high delta_down change_small
hour_014059 load_high delta_down change_small
hour_014060 load_high delta_down change_large
hour_014061 load_high delta_down change_mid
hour_014062 load_high delta_down change_large
hour_014063 load_high delta_down change_large
hour_014064 load_mid delta_down change_large
hour_014065 load_low delta_down change_large
hour_014066 load_low delta_down change_small
hour_014067 load_low delta_down change_small
hour_014068 load_low delta_down change_small
hour_014069 load_low delta_up change_small
hour_014070 load_low delta_up change_mid
hour_014071 load_mid delta_up change_large
hour_014072 load_mid delta_up change_large
hour_014073 load_high delta_up change_large
hour_014074 load_high delta_up change_large
hour_014075 load_high delta_up change_large
hour_014076 load_high delta_up change_large
hour_014077 load_high delta_up change_mid
hour_014078 load_high delta_up change_mid
hour_014079 load_high delta_up change_small
hour_014080 load_high delta_down change_small
hour_014081 load_high delta_down change_small
hour_014082 load_high delta_up change_small
hour_014083 load_high delta_down change_mid
hour_014084 load_high delta_down change_large
hour_014085 load_high delta_down change_large
hour_014086 load_high delta_down change_large
hour_014087 load_high delta_down change_large
hour_014088 load_mid delta_down change_large
hour_014089 load_low delta_down change_large
hour_014090 load_low delta_down change_mid
hour_014091 load_low delta_down change_mid
hour_014092 load_low delta_down change_small
hour_014093 load_low delta_up change_small
hour_014094 load_low delta_up change_mid
hour_014095 load_mid delta_up change_mid
hour_014096 load_mid delta_up change_large
hour_014097 load_high delta_up change_large
hour_014098 load_high delta_up change_large
hour_014099 load_high delta_up change_large
hour_014100 load_high delta_up change_mid
hour_014101 load_high delta_up change_small
hour_014102 load_high delta_up change_mid
hour_014103 load_high delta_up change_small
hour_014104 load_high delta_up change_small
hour_014105 load_high delta_up change_small
hour_014106 load_high delta_down change_mid
hour_014107 load_high delta_down change_small
hour_014108 load_high delta_down change_large
hour_014109 load_high delta_down change_mid
hour_014110 load_high delta_down change_large
hour_014111 load_high delta_down change_large
hour_014112 load_mid delta_down change_large
hour_014113 load_low delta_down change_large
hour_014114 load_low delta_down change_mid
hour_014115 load_low delta_down change_mid
hour_014116 load_low delta_down change_mid
hour_014117 load_low delta_up change_small
hour_014118 load_low delta_up change_mid
hour_014119 load_low delta_up change_mid
hour_014120 load_mid delta_up change_large
hour_014121 load_high delta_up change_large
hour_014122 load_high delta_up change_large
hour_014123 load_high delta_up change_large
hour_014124 load_high delta_up change_mid
hour_014125 load_high delta_down change_small
hour_014126 load_high delta_up change_small
hour_014127 load_high delta_up change_small
hour_014128 load_high delta_up change_mid
hour_014129 load_high delta_down change_mid
hour_014130 load_high delta_down change_small
hour_014131 load_high delta_down change_mid
hour_014132 load_high delta_down change_large
