terrain,window_size,line_start,line_end,dominant_motif,dominant_motif_share,dominant_marker,dominant_marker_share,drift_from_prior,cadence_class,boundary_note
pseudo_periodic_drift_v1,50,5301,5350,delta cadence four,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5351,5400,none,0.8,quiet_carrier,0.8,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5401,5450,beta cadence two,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5451,5500,none,0.42,pseudo_periodic,0.58,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5501,5550,gamma cadence three,0.4,pseudo_periodic,0.62,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5551,5600,alpha cadence one,0.4,pseudo_periodic,0.98,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5601,5650,none,0.78,quiet_carrier,0.78,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5651,5700,beta cadence two,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5701,5750,none,0.62,quiet_carrier,0.62,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5751,5800,gamma cadence three,0.4,pseudo_periodic,0.82,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5801,5850,beta cadence two,0.4,pseudo_periodic,0.78,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5851,5900,none,0.58,quiet_carrier,0.58,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5901,5950,gamma cadence three,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5951,6000,none,0.8,quiet_carrier,0.8,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,1,100,none,0.21,pseudo_periodic,0.79,initial,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,101,200,none,0.2,pseudo_periodic,0.8,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,201,300,none,0.39,pseudo_periodic,0.61,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,301,400,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,401,500,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,501,600,none,0.3,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,601,700,none,0.21,pseudo_periodic,0.79,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,701,800,none,0.2,pseudo_periodic,0.8,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,801,900,none,0.39,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,901,1000,delta cadence four,0.25,delayed_phase_echo,0.79,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,1001,1100,none,0.4,pseudo_periodic,0.6,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,1101,1200,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,1201,1300,none,0.21,pseudo_periodic,0.79,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,1301,1400,none,0.2,pseudo_periodic,0.8,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,1401,1500,none,0.39,pseudo_periodic,0.61,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,1501,1600,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,1601,1700,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,1701,1800,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,1801,1900,gamma cadence three,0.21,pseudo_periodic,0.79,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,1901,2000,gamma cadence three,0.27,pseudo_periodic,0.8,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,2001,2100,none,0.39,pseudo_periodic,0.61,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,2101,2200,none,0.4,pseudo_periodic,0.59,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,2201,2300,alpha cadence one,0.44,delayed_phase_echo,0.79,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,2301,2400,none,0.4,pseudo_periodic,0.6,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,2401,2500,none,0.21,pseudo_periodic,0.79,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,2501,2600,beta cadence two,0.21,pseudo_periodic,0.8,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,2601,2700,alpha cadence one,0.32,pseudo_periodic,0.61,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,2701,2800,none,0.4,pseudo_periodic,0.6,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,2801,2900,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,2901,3000,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,3001,3100,none,0.21,pseudo_periodic,0.79,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,3101,3200,none,0.2,pseudo_periodic,0.8,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,3201,3300,none,0.39,pseudo_periodic,0.61,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,3301,3400,alpha cadence one,0.53,pseudo_periodic,0.6,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,3401,3500,beta cadence two,0.4,pseudo_periodic,0.59,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,3501,3600,delta cadence four,0.26,delayed_phase_echo,0.79,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,3601,3700,none,0.21,pseudo_periodic,0.79,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,3701,3800,none,0.2,pseudo_periodic,0.8,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,3801,3900,none,0.39,pseudo_periodic,0.61,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,3901,4000,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,4001,4100,alpha cadence one,0.48,pseudo_periodic,0.6,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,4101,4200,none,0.4,pseudo_periodic,0.6,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,4201,4300,none,0.21,pseudo_periodic,0.79,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,4301,4400,none,0.2,pseudo_periodic,0.8,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,4401,4500,none,0.39,pseudo_periodic,0.61,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,4501,4600,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,4601,4700,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,4701,4800,none,0.3,pseudo_periodic,0.59,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,4801,4900,alpha cadence one,0.25,delayed_phase_echo,0.79,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,4901,5000,none,0.2,pseudo_periodic,0.8,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,5001,5100,none,0.39,pseudo_periodic,0.61,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,5101,5200,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,5201,5300,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,5301,5400,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,5401,5500,none,0.21,pseudo_periodic,0.79,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,5501,5600,none,0.2,pseudo_periodic,0.8,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,5601,5700,none,0.39,pseudo_periodic,0.61,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,5701,5800,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,5801,5900,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,100,5901,6000,none,0.4,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,1,250,none,0.32,pseudo_periodic,0.68,initial,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,251,500,none,0.32,pseudo_periodic,0.68,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,501,750,none,0.28,pseudo_periodic,0.68,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,751,1000,gamma cadence three,0.264,pseudo_periodic,0.52,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,1001,1250,none,0.32,pseudo_periodic,0.68,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,1251,1500,none,0.32,pseudo_periodic,0.68,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,1501,1750,none,0.32,pseudo_periodic,0.68,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,1751,2000,none,0.244,pseudo_periodic,0.676,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,2001,2250,none,0.316,pseudo_periodic,0.48,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,2251,2500,gamma cadence three,0.256,pseudo_periodic,0.64,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,2501,2750,gamma cadence three,0.284,pseudo_periodic,0.64,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,2751,3000,none,0.356,pseudo_periodic,0.644,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,3001,3250,none,0.32,pseudo_periodic,0.68,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,3251,3500,beta cadence two,0.232,pseudo_periodic,0.676,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,3501,3750,gamma cadence three,0.26,pseudo_periodic,0.444,motif_shifts,weak_or_fragmented_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,3751,4000,none,0.32,pseudo_periodic,0.68,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,4001,4250,alpha cadence one,0.236,pseudo_periodic,0.68,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,4251,4500,none,0.32,pseudo_periodic,0.68,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,4501,4750,none,0.32,pseudo_periodic,0.68,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,4751,5000,none,0.284,pseudo_periodic,0.356,motif_holds,weak_or_fragmented_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,5001,5250,none,0.36,pseudo_periodic,0.64,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,5251,5500,none,0.36,pseudo_periodic,0.64,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,5501,5750,none,0.36,pseudo_periodic,0.64,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,250,5751,6000,none,0.356,pseudo_periodic,0.644,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,500,1,500,none,0.32,pseudo_periodic,0.68,initial,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,500,501,1000,none,0.22,pseudo_periodic,0.6,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,500,1001,1500,none,0.32,pseudo_periodic,0.68,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,500,1501,2000,none,0.282,pseudo_periodic,0.678,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,500,2001,2500,none,0.28,pseudo_periodic,0.56,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,500,2501,3000,none,0.278,pseudo_periodic,0.642,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,500,3001,3500,none,0.24,pseudo_periodic,0.678,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,500,3501,4000,none,0.28,pseudo_periodic,0.562,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,500,4001,4500,none,0.26,pseudo_periodic,0.68,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,500,4501,5000,none,0.302,pseudo_periodic,0.518,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,500,5001,5500,none,0.36,pseudo_periodic,0.64,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,500,5501,6000,none,0.358,pseudo_periodic,0.642,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,1000,1,1000,none,0.27,pseudo_periodic,0.64,initial,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,1000,1001,2000,none,0.301,pseudo_periodic,0.679,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,1000,2001,3000,none,0.279,pseudo_periodic,0.601,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,1000,3001,4000,none,0.26,pseudo_periodic,0.62,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,1000,4001,5000,none,0.281,pseudo_periodic,0.599,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,1000,5001,6000,none,0.359,pseudo_periodic,0.641,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
