from_window_size,to_window_size,from_segment,to_segment,from_dominant,to_dominant,from_interval,to_interval,overlap_lines,from_overlap_count,to_overlap_count,relation_type,relation_note
25,40,190,58,stable,stable,57951-57975,57961-58000,15,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,191,58,residual,stable,57976-58450,57961-58000,25,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,191,60,residual,stable,57976-58450,58441-58480,10,3,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,192,60,stable,stable,58451-58475,58441-58480,25,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,193,60,residual,stable,58476-59100,58441-58480,5,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,193,61,residual,residual,58476-59100,58481-59280,620,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,194,61,stable,residual,59101-59125,58481-59280,25,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,195,61,residual,residual,59126-59575,58481-59280,155,3,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,195,63,residual,residual,59126-59575,59321-60120,255,3,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,196,63,stable,residual,59576-59600,59321-60120,25,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,197,63,residual,residual,59601-59850,59321-60120,250,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,198,63,stable,residual,59851-59875,59321-60120,25,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,199,63,residual,residual,59876-60525,59321-60120,245,3,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,199,65,residual,residual,59876-60525,60161-61240,365,3,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,200,65,stable,residual,60526-60550,60161-61240,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,201,65,residual,residual,60551-60975,60161-61240,425,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,202,65,stable,residual,60976-61000,60161-61240,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,203,65,residual,residual,61001-61075,60161-61240,75,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,204,65,stable,residual,61076-61100,60161-61240,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,205,65,residual,residual,61101-61250,60161-61240,140,2,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,205,66,residual,stable,61101-61250,61241-61280,10,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,206,66,stable,stable,61251-61275,61241-61280,25,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,207,66,residual,stable,61276-61900,61241-61280,5,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,207,67,residual,residual,61276-61900,61281-62720,620,2,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,208,67,stable,residual,61901-61925,61281-62720,25,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,209,67,residual,residual,61926-62175,61281-62720,250,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,210,67,stable,residual,62176-62200,61281-62720,25,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,211,67,residual,residual,62201-63950,61281-62720,520,3,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,211,69,residual,residual,62201-63950,62761-64760,1190,3,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,212,69,stable,residual,63951-63975,62761-64760,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,213,69,residual,residual,63976-64225,62761-64760,250,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,214,69,stable,residual,64226-64250,62761-64760,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,215,69,residual,residual,64251-64325,62761-64760,75,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,216,69,stable,residual,64326-64350,62761-64760,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,217,69,residual,residual,64351-64500,62761-64760,150,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,218,69,stable,residual,64501-64525,62761-64760,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,219,69,residual,residual,64526-64775,62761-64760,235,2,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,219,70,residual,stable,64526-64775,64761-64800,15,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,220,70,stable,stable,64776-64800,64761-64800,25,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,221,71,residual,residual,64801-64975,64801-68360,175,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,222,71,stable,residual,64976-65000,64801-68360,25,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,223,71,residual,residual,65001-65250,64801-68360,250,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,224,71,stable,residual,65251-65275,64801-68360,25,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,225,71,residual,residual,65276-65350,64801-68360,75,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,226,71,stable,residual,65351-65375,64801-68360,25,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,227,71,residual,residual,65376-65825,64801-68360,450,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,228,71,stable,residual,65826-65850,64801-68360,25,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,229,71,residual,residual,65851-66300,64801-68360,450,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,230,71,stable,residual,66301-66325,64801-68360,25,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,231,71,residual,residual,66326-66600,64801-68360,275,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,232,71,stable,residual,66601-66625,64801-68360,25,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,233,71,residual,residual,66626-67250,64801-68360,625,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,234,71,stable,residual,67251-67275,64801-68360,25,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,235,71,residual,residual,67276-68100,64801-68360,825,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,236,71,stable,residual,68101-68125,64801-68360,25,1,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,237,71,residual,residual,68126-68375,64801-68360,235,2,17,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,237,72,residual,stable,68126-68375,68361-68400,15,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,238,72,stable,stable,68376-68400,68361-68400,25,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,239,73,residual,residual,68401-68675,68401-68680,275,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,240,73,stable,residual,68676-68725,68401-68680,5,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,240,75,stable,residual,68676-68725,68721-69360,5,3,6,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,241,75,residual,residual,68726-68875,68721-69360,150,1,6,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,242,75,stable,residual,68876-68900,68721-69360,25,1,6,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,243,75,residual,residual,68901-68975,68721-69360,75,1,6,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,244,75,stable,residual,68976-69000,68721-69360,25,1,6,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,245,75,residual,residual,69001-69650,68721-69360,360,3,6,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,245,77,residual,residual,69001-69650,69401-71840,250,3,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,246,77,stable,residual,69651-69675,69401-71840,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,247,77,residual,residual,69676-69925,69401-71840,250,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,248,77,stable,residual,69926-69950,69401-71840,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,249,77,residual,residual,69951-70000,69401-71840,50,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,250,77,stable,residual,70001-70025,69401-71840,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,251,77,residual,residual,70026-70100,69401-71840,75,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,252,77,stable,residual,70101-70125,69401-71840,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,253,77,residual,residual,70126-70475,69401-71840,350,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,254,77,stable,residual,70476-70500,69401-71840,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,255,77,residual,residual,70501-70750,69401-71840,250,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,256,77,stable,residual,70751-70775,69401-71840,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,257,77,residual,residual,70776-71950,69401-71840,1065,3,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,257,79,residual,residual,70776-71950,71881-71960,70,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,258,79,stable,residual,71951-71975,71881-71960,10,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,258,80,stable,stable,71951-71975,71961-72000,15,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,259,80,residual,stable,71976-72875,71961-72000,25,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,259,81,residual,residual,71976-72875,72001-72880,875,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,260,81,stable,residual,72876-72900,72001-72880,5,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,260,82,stable,stable,72876-72900,72881-72920,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,261,82,residual,stable,72901-73075,72881-72920,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,261,83,residual,residual,72901-73075,72921-73080,155,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,262,83,stable,residual,73076-73125,72921-73080,5,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,262,85,stable,residual,73076-73125,73121-73640,5,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,263,85,residual,residual,73126-73650,73121-73640,515,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,263,86,residual,stable,73126-73650,73641-73680,10,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,264,86,stable,stable,73651-73675,73641-73680,25,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,265,86,residual,stable,73676-74025,73641-73680,5,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,265,87,residual,residual,73676-74025,73681-74040,345,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,266,87,stable,residual,74026-74050,73681-74040,15,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,266,88,stable,stable,74026-74050,74041-74080,10,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,267,88,residual,stable,74051-75075,74041-74080,30,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,267,89,residual,residual,74051-75075,74081-75080,995,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,268,89,stable,residual,75076-75100,74081-75080,5,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,268,90,stable,stable,75076-75100,75081-75120,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,269,90,residual,stable,75101-77900,75081-75120,20,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,269,92,residual,stable,75101-77900,77881-77920,20,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,270,92,stable,stable,77901-77925,77881-77920,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,270,93,stable,residual,77901-77925,77921-80160,5,2,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,271,93,residual,residual,77926-78275,77921-80160,350,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,272,93,stable,residual,78276-78300,77921-80160,25,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,273,93,residual,residual,78301-78650,77921-80160,350,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,274,93,stable,residual,78651-78675,77921-80160,25,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,275,93,residual,residual,78676-79400,77921-80160,725,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,276,93,stable,residual,79401-79425,77921-80160,25,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,277,93,residual,residual,79426-80175,77921-80160,735,2,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,277,94,residual,stable,79426-80175,80161-80200,15,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,278,94,stable,stable,80176-80200,80161-80200,25,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,279,95,residual,residual,80201-80650,80201-81400,450,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,280,95,stable,residual,80651-80675,80201-81400,25,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,281,95,residual,residual,80676-80850,80201-81400,175,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,282,95,stable,residual,80851-80875,80201-81400,25,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,283,95,residual,residual,80876-81400,80201-81400,525,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,284,96,stable,stable,81401-81425,81401-81440,25,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,285,96,residual,stable,81426-81500,81401-81440,15,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,285,97,residual,residual,81426-81500,81441-83800,60,2,15,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,286,97,stable,residual,81501-81525,81441-83800,25,1,15,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,287,97,residual,residual,81526-81700,81441-83800,175,1,15,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,288,97,stable,residual,81701-81725,81441-83800,25,1,15,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,289,97,residual,residual,81726-81800,81441-83800,75,1,15,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,290,97,stable,residual,81801-81825,81441-83800,25,1,15,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,291,97,residual,residual,81826-82875,81441-83800,1050,1,15,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,292,97,stable,residual,82876-82900,81441-83800,25,1,15,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,293,97,residual,residual,82901-82975,81441-83800,75,1,15,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,294,97,stable,residual,82976-83000,81441-83800,25,1,15,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,295,97,residual,residual,83001-83250,81441-83800,250,1,15,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,296,97,stable,residual,83251-83275,81441-83800,25,1,15,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,297,97,residual,residual,83276-83525,81441-83800,250,1,15,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,298,97,stable,residual,83526-83550,81441-83800,25,1,15,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,299,97,residual,residual,83551-84375,81441-83800,250,5,15,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,299,101,residual,residual,83551-84375,84241-87000,135,5,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,300,101,stable,residual,84376-84400,84241-87000,25,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,301,101,residual,residual,84401-84650,84241-87000,250,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,302,101,stable,residual,84651-84675,84241-87000,25,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,303,101,residual,residual,84676-84850,84241-87000,175,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,304,101,stable,residual,84851-84875,84241-87000,25,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,305,101,residual,residual,84876-84950,84241-87000,75,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,306,101,stable,residual,84951-84975,84241-87000,25,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,307,101,residual,residual,84976-85350,84241-87000,375,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,308,101,stable,residual,85351-85375,84241-87000,25,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,309,101,residual,residual,85376-85625,84241-87000,250,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,310,101,stable,residual,85626-85650,84241-87000,25,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,311,101,residual,residual,85651-85800,84241-87000,150,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,312,101,stable,residual,85801-85825,84241-87000,25,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,313,101,residual,residual,85826-85900,84241-87000,75,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,314,101,stable,residual,85901-85925,84241-87000,25,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,315,101,residual,residual,85926-86725,84241-87000,800,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,316,101,stable,residual,86726-86750,84241-87000,25,1,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,317,101,residual,residual,86751-87025,84241-87000,250,2,19,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,317,102,residual,stable,86751-87025,87001-87040,25,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,318,102,stable,stable,87026-87050,87001-87040,15,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,318,103,stable,residual,87026-87050,87041-87400,10,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,319,103,residual,residual,87051-87675,87041-87400,350,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,319,105,residual,residual,87051-87675,87441-87680,235,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,320,105,stable,residual,87676-87700,87441-87680,5,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,320,106,stable,stable,87676-87700,87681-87720,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,321,106,residual,stable,87701-88250,87681-87720,20,4,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,321,109,residual,residual,87701-88250,88001-88520,250,4,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,322,109,stable,residual,88251-88275,88001-88520,25,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,323,109,residual,residual,88276-89575,88001-88520,245,5,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,323,113,residual,residual,88276-89575,89241-92280,335,5,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,324,113,stable,residual,89576-89600,89241-92280,25,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,325,113,residual,residual,89601-91550,89241-92280,1950,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,326,113,stable,residual,91551-91575,89241-92280,25,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,327,113,residual,residual,91576-91625,89241-92280,50,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,328,113,stable,residual,91626-91650,89241-92280,25,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,329,113,residual,residual,91651-92275,89241-92280,625,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,330,113,stable,residual,92276-92300,89241-92280,5,2,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,330,114,stable,stable,92276-92300,92281-92320,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,331,114,residual,stable,92301-92850,92281-92320,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,331,115,residual,residual,92301-92850,92321-93320,530,2,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,332,115,stable,residual,92851-92875,92321-93320,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,333,115,residual,residual,92876-93125,92321-93320,250,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,334,115,stable,residual,93126-93150,92321-93320,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,335,115,residual,residual,93151-93225,92321-93320,75,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,336,115,stable,residual,93226-93250,92321-93320,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,337,115,residual,residual,93251-93425,92321-93320,70,3,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,337,117,residual,residual,93251-93425,93361-94760,65,3,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,338,117,stable,residual,93426-93450,93361-94760,25,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,339,117,residual,residual,93451-94775,93361-94760,1310,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,339,118,residual,stable,93451-94775,94761-94800,15,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,340,118,stable,stable,94776-94800,94761-94800,25,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,341,121,residual,residual,94801-95700,95361-99440,340,3,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,342,121,stable,residual,95701-95725,95361-99440,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,343,121,residual,residual,95726-96075,95361-99440,350,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,344,121,stable,residual,96076-96100,95361-99440,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,345,121,residual,residual,96101-96350,95361-99440,250,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,346,121,stable,residual,96351-96375,95361-99440,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,347,121,residual,residual,96376-97450,95361-99440,1075,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,348,121,stable,residual,97451-97475,95361-99440,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,349,121,residual,residual,97476-97650,95361-99440,175,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,350,121,stable,residual,97651-97675,95361-99440,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,351,121,residual,residual,97676-98500,95361-99440,825,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,352,121,stable,residual,98501-98525,95361-99440,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,353,121,residual,residual,98526-100175,95361-99440,915,3,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,353,123,residual,residual,98526-100175,99481-104120,695,3,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,354,123,stable,residual,100176-100200,99481-104120,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,355,123,residual,residual,100201-100475,99481-104120,275,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,356,123,stable,residual,100476-100500,99481-104120,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,357,123,residual,residual,100501-100750,99481-104120,250,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,358,123,stable,residual,100751-100775,99481-104120,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,359,123,residual,residual,100776-101600,99481-104120,825,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,360,123,stable,residual,101601-101625,99481-104120,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,361,123,residual,residual,101626-103550,99481-104120,1925,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,362,123,stable,residual,103551-103575,99481-104120,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,363,123,residual,residual,103576-103825,99481-104120,250,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,364,123,stable,residual,103826-103850,99481-104120,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,365,123,residual,residual,103851-104125,99481-104120,270,2,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,365,124,residual,stable,103851-104125,104121-104160,5,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,366,124,stable,stable,104126-104150,104121-104160,25,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,367,124,residual,stable,104151-104400,104121-104160,10,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,367,125,residual,residual,104151-104400,104161-106680,240,2,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,368,125,stable,residual,104401-104425,104161-106680,25,1,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,369,125,residual,residual,104426-105600,104161-106680,1175,1,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,370,125,stable,residual,105601-105625,104161-106680,25,1,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,371,125,residual,residual,105626-105875,104161-106680,250,1,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,372,125,stable,residual,105876-105900,104161-106680,25,1,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,373,125,residual,residual,105901-106150,104161-106680,250,1,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
